policy_id,insured_id,snapshot_date,policy_effective_date,policy_expiration_date,coverage_type,vehicle_count,vehicle_avg_age,driver_count,driver_avg_age,years_in_business,prior_year_mileage_000,business_type,state,prior_apd_claim_count,prior_al_claim_count,prior_loss_amount,deductible,coverage_limit_000,annual_premium,payment_frequency,risk_score_external,num_heavy_vehicles,late_payment_count,first_claim_reported_date,claim_paid_amount_current_period,claim_status_current_period,days_to_first_claim_report
POL-015135,INS-00459,2024-06-29,2024-05-26,2025-05-26,APD,6,9.8,3,30.7,3.3,145.2,trucking,PA,0,0,0.0,250,500,4597.98,Monthly,70.03,0,2.0,,,,
POL-015136,INS-00628,2023-11-25,2023-09-11,2024-09-10,APD,10,4.5,4,27.2,4.1,404.2,retail,PA,0,2,,250,500,11767.08,,19.14,2,2.0,,,,
POL-015137,INS-00117,2024-01-15,2023-08-17,2024-08-16,APD,10,4.3,6,40.4,2.7,316.4,Retail,NC,0,0,0.0,1000,300,5450.75,Monthly,,1,0.0,,,,
POL-015138,INS-00459,2023-06-23,2023-04-12,2024-04-11,APD,8,2.5,6,32.9,6.8,158.5,Construction,FL,0,0,0.0,250,300,6514.09,Quarterly,5.74,2,0.0,,,,
POL-015139,INS-00233,2024-04-07,2023-12-03,2024-12-02,APD,3,2.7,6,48.0,30.0,119.8,Construction,NC,0,0,0.0,1000,300,8163.16,Annual,70.22,0,2.0,,,,
POL-015140,INS-00057,2023-12-01,2023-07-01,2024-06-30,APD,7,7.6,8,,1.0,223.9,construction,TX,0,0,0.0,500,300,5847.81,Monthly,89.2,0,2.0,,,,
POL-015141,INS-00167,2023-11-02,2023-10-24,2024-10-23,APD,9,5.5,7,33.8,11.3,215.1,construction,FL,2,0,101086.78,2500,500,6369.74,Annual,77.77,1,0.0,,,,
POL-015142,INS-00192,2024-06-15,2024-02-19,2025-02-18,APD,5,8.7,7,29.7,23.8,133.7,Construction,CA,0,1,22154.48,1000,500,6227.69,Monthly,15.22,2,2.0,,,,
POL-015143,INS-00147,2023-09-11,2023-07-13,2024-07-12,APD,6,7.2,10,43.8,6.4,222.2,Construction,IL,1,0,22985.86,5000,500,5246.27,Monthly,41.06,2,4.0,,,,
POL-015144,INS-00552,2023-01-09,2022-10-30,2023-10-30,APD,10,6.1,6,44.8,1.8,388.2,trucking,TX,1,0,15755.78,2500,300,8681.93,Monthly,38.54,1,0.0,,,,
POL-015145,INS-00541,2023-06-05,2023-01-15,2024-01-15,APD,3,3.0,4,37.4,7.0,42.9,service,OH,0,0,0.0,250,500,7632.99,Monthly,21.72,0,0.0,,,,
POL-015146,INS-00078,2023-03-22,2023-01-16,2024-01-16,APD,7,3.4,5,37.5,7.9,112.9,Trucking,FL,0,0,0.0,250,500,6429.21,Annual,10.91,2,0.0,,,,
POL-015147,INS-00162,2023-08-08,2023-07-23,2024-07-22,APD,12,0.9,6,33.4,13.1,95.8,Trucking,NY,1,1,10460.25,2500,500,3831.6,Monthly,18.83,2,1.0,,,,
POL-015148,INS-00466,2023-10-21,2023-06-21,2024-06-20,APD,4,9.4,8,22.5,3.2,115.7,TRUCKING,AZ,1,0,26422.13,5000,100,10275.24,Quarterly,47.52,2,1.0,,,,
POL-015149,INS-00628,2023-06-06,2022-12-20,2023-12-20,APD,6,5.0,3,40.0,7.2,93.0,Trucking,TX,0,0,0.0,1000,300,3633.84,Annual,40.22,3,3.0,,,,
POL-015150,INS-00312,2023-06-30,2023-05-22,2024-05-21,APD,7,1.5,3,42.6,10.4,242.7,Trucking,GA,0,1,8029.95,2500,100,10683.79,Monthly,52.72,2,0.0,,,,
POL-015151,INS-00428,2023-04-16,2023-03-14,2024-03-13,APD,13,4.7,2,40.5,1.0,366.8,Retail,IL,2,0,33383.02,1000,500,10809.05,Annual,14.15,4,2.0,,,,
POL-015152,INS-00676,2023-01-23,2023-01-10,2024-01-10,APD,11,7.7,9,25.5,4.9,404.7,Trucking,GA,2,1,10958.49,5000,1000,14302.95,Annual,50.05,2,4.0,,,,
POL-015153,INS-00638,2024-02-02,2023-12-26,2024-12-25,APD,9,5.7,11,47.5,1.0,256.2,Construction,OH,0,0,0.0,1000,500,5759.4,Annual,17.73,1,,,,,
POL-015154,INS-00497,2023-04-05,2022-10-13,2023-10-13,APD,5,9.5,6,50.4,19.5,170.8,Retail,GA,0,0,0.0,250,500,12143.1,Monthly,15.92,1,1.0,,,,
POL-015155,INS-00120,2024-01-12,2023-09-10,2024-09-09,APD,13,1.5,10,40.0,17.7,268.8,Retail,WA,2,2,49210.15,2500,1000,10888.15,Annual,7.85,2,1.0,,,,
POL-015156,INS-00380,2024-01-25,2023-08-01,2024-07-31,APD,12,1.2,4,39.9,6.7,112.0,SERVICE,TX,1,0,,5000,100,12830.67,Annual,5.18,2,0.0,,,,
POL-015157,INS-00462,2023-09-17,2023-09-01,2024-08-31,APD,8,6.0,7,32.9,10.2,132.3,trucking,GA,1,0,,2500,300,5739.02,Quarterly,26.63,3,0.0,,,,
POL-015158,INS-00161,2023-07-27,2023-03-28,2024-03-27,APD,13,2.7,7,49.0,2.2,351.2,service,IL,0,0,0.0,1000,500,9984.65,Monthly,22.69,4,0.0,,,,
POL-015159,INS-00369,2023-12-16,2023-10-25,2024-10-24,APD,4,4.9,4,45.6,9.1,119.4,trucking,OH,0,0,0.0,5000,300,7301.24,Quarterly,60.36,1,0.0,,,,
POL-015160,INS-00074,2024-05-28,2024-01-16,2025-01-15,APD,5,5.2,5,48.5,25.0,288.3,Construction,WA,0,1,32549.62,2500,500,5199.55,Monthly,43.06,2,0.0,,,,
POL-015161,INS-00322,2023-04-06,2023-04-02,2024-04-01,APD,11,0.0,4,43.7,8.1,245.1,trucking,TX,0,0,0.0,1000,300,15955.15,Quarterly,39.59,1,0.0,,,,
POL-015162,INS-00313,2023-04-24,2023-01-08,2024-01-08,APD,7,5.6,4,37.5,16.0,227.9,Other,AZ,1,0,10629.47,5000,300,9764.88,Quarterly,80.54,2,0.0,,,,
POL-015163,INS-00738,2024-02-15,2023-09-05,2024-09-04,APD,6,3.5,9,32.9,1.0,61.7,Service,AZ,1,0,19542.18,500,100,10609.61,Annual,,3,0.0,,,,
POL-015164,INS-00195,2023-07-13,2023-04-27,2024-04-26,APD,5,7.0,3,,1.7,216.5,Service,GA,0,0,0.0,250,500,8037.38,Monthly,69.05,1,0.0,,,,
POL-015165,INS-00141,2023-04-10,2023-02-10,2024-02-10,APD,12,5.1,3,35.1,12.2,147.0,Construction,GA,1,0,4851.04,500,100,23144.79,Annual,79.91,4,0.0,,,,
POL-015166,INS-00144,2023-10-13,2023-06-06,2024-06-05,APD,4,0.4,4,35.3,40.0,95.7,Construction,IL,0,0,0.0,1000,300,15475.57,Monthly,50.18,2,3.0,,,,
POL-015167,INS-00060,2023-12-07,2023-06-28,2024-06-27,APD,9,6.5,7,41.3,1.6,268.2,Construction,GA,0,1,2706.54,2500,300,6494.32,Monthly,43.53,2,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-015168,INS-00036,2023-07-15,2023-05-16,2024-05-15,APD,10,6.1,8,30.7,7.2,,Construction,WA,1,2,39484.03,1000,500,5554.01,Quarterly,97.61,2,0.0,,,,
POL-015169,INS-00228,2023-10-27,2023-09-05,2024-09-04,APD,10,1.7,4,40.7,1.0,271.0,Construction,IL,1,1,18390.19,500,1000,4992.25,Annual,67.97,0,0.0,,,,
POL-015170,INS-00159,2024-06-25,2024-03-13,2025-03-13,APD,8,6.4,9,36.0,5.6,327.7,service,CO,0,0,,250,100,18753.7,Quarterly,42.78,0,2.0,,,,
POL-015171,INS-00178,2023-01-11,2022-10-28,2023-10-28,APD,9,4.0,6,30.9,4.9,327.9,Trucking,WA,1,0,2397.1,5000,500,14311.67,Quarterly,66.47,0,0.0,,,,
POL-015172,INS-00120,2024-01-23,2023-12-24,2024-12-23,APD,7,9.0,9,30.4,8.5,57.5,Service,NY,0,0,0.0,1000,500,15913.81,Monthly,67.17,0,,,,,
POL-015173,INS-00185,2023-01-29,2022-09-23,2023-09-23,APD,9,7.0,5,41.7,8.3,137.4,Trucking,CO,0,0,0.0,2500,100,6011.69,Quarterly,,1,0.0,,,,
POL-015174,INS-00216,2023-11-24,2023-09-03,2024-09-02,APD,3,3.6,4,33.8,1.1,64.3,Trucking,CO,2,0,24374.04,2500,1000,5570.06,,1.03,1,1.0,,,,
POL-015175,INS-00506,2023-12-02,2023-08-03,2024-08-02,APD,12,6.3,9,44.1,5.0,473.9,Trucking,TX,0,0,0.0,250,300,13511.42,Annual,78.8,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015176,INS-00607,2024-06-23,2023-12-28,2024-12-27,APD,7,4.3,5,40.7,2.5,185.2,Trucking,FL,0,1,4202.83,5000,300,10569.79,Quarterly,74.1,3,0.0,,,,
POL-015177,INS-00589,2023-02-08,2022-11-06,2023-11-06,APD,7,5.4,11,49.8,23.4,473.1,Construction,FL,0,1,14357.51,2500,300,13932.27,Monthly,84.24,2,2.0,,,,
POL-015178,INS-00180,2024-03-14,2024-02-08,2025-02-07,APD,3,3.6,5,40.6,3.4,153.2,Trucking,FL,0,0,0.0,1000,300,6615.09,Annual,11.78,0,1.0,,,,
POL-015179,INS-00373,2024-05-14,2024-02-02,2025-02-01,APD,5,4.4,3,27.6,5.4,197.4,SERVICE,OH,0,0,0.0,1000,100,2000.0,Quarterly,87.66,1,3.0,,,,
POL-015180,INS-00555,2024-05-13,2024-02-10,2025-02-09,APD,11,0.4,7,35.7,34.4,165.4,TRUCKING,GA,1,0,53588.81,500,300,5377.82,Monthly,27.26,2,0.0,,,,
POL-015181,INS-00307,2023-02-05,2022-12-19,2023-12-19,APD,13,2.1,4,34.8,1.0,437.3,Service,CA,0,2,,2500,300,3675.67,Monthly,64.93,5,0.0,,,,
POL-015182,INS-00476,2023-10-26,2023-09-02,2024-09-01,APD,8,6.4,7,38.4,2.5,164.5,rideshare,IL,1,1,16087.1,250,100,5553.36,,64.33,2,0.0,,,,
POL-015183,INS-00377,2024-02-14,2023-10-31,2024-10-30,APD,8,8.9,7,35.3,1.0,208.5,Construction,NC,2,0,,500,100,6261.02,Monthly,36.82,3,1.0,,,,
POL-015184,INS-00749,2023-10-21,2023-07-22,2024-07-21,APD,4,3.1,4,44.5,5.3,29.7,rideshare,AZ,0,1,10471.17,250,1000,13201.85,Quarterly,92.13,0,0.0,,,,
POL-015185,INS-00483,2023-03-23,2023-02-17,2024-02-17,APD,14,5.1,3,50.1,5.1,209.7,Service,NY,1,1,20775.29,250,1000,16743.11,Annual,3.6,3,0.0,,,,
POL-015186,INS-00086,2023-03-11,2022-11-13,2023-11-13,APD,10,8.5,6,49.7,10.4,357.8,Other,WA,0,0,0.0,1000,500,4222.67,Monthly,42.32,2,2.0,,,,
POL-015187,INS-00360,2024-01-17,2023-10-16,2024-10-15,APD,6,8.1,6,42.5,20.8,168.3,Construction,OH,0,0,0.0,250,100,7113.7,Annual,20.83,2,,9999-01-01,-999.0,INVALID,-999.0
POL-015188,INS-00582,2023-04-20,2023-03-01,2024-02-29,APD,6,5.2,5,40.2,12.5,190.6,Construction,NC,0,1,22756.11,250,300,8816.82,Quarterly,67.83,2,4.0,,,,
POL-015189,INS-00634,2024-03-03,2024-01-05,2025-01-04,APD,5,1.7,8,39.2,5.4,118.0,Retail,WA,1,0,7043.04,1000,500,9303.7,Monthly,61.76,3,1.0,,,,
POL-015190,INS-00054,2024-05-11,2024-02-13,2025-02-12,APD,4,2.9,6,43.7,1.1,187.2,Construction,CA,0,0,0.0,5000,300,10214.53,Quarterly,57.89,2,1.0,,,,
POL-015191,INS-00009,2024-04-20,2024-03-02,2025-03-02,APD,10,5.2,4,51.8,7.3,248.7,Trucking,IL,0,1,,5000,100,5516.32,Monthly,14.72,2,1.0,,,,
POL-015192,INS-00121,2024-02-13,2023-08-21,2024-08-20,APD,13,2.9,5,51.2,1.1,1221.2,trucking,AZ,1,0,15577.76,5000,500,7470.13,Quarterly,32.07,3,1.0,,,,
POL-015193,INS-00544,2023-04-18,2023-03-14,2024-03-13,APD,4,7.1,3,37.8,1.4,28.1,TRUCKING,CO,0,0,,2500,1000,16105.06,,37.17,1,3.0,,,,
POL-015194,INS-00413,2023-10-25,2023-05-19,2024-05-18,APD,8,2.6,9,44.6,12.3,145.7,Construction,IL,0,0,0.0,2500,300,5650.95,Quarterly,16.93,1,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-015195,INS-00589,2024-06-08,2024-02-23,2025-02-22,APD,6,6.1,5,39.1,10.9,93.1,Retail,PA,0,0,0.0,1000,100,20890.08,Monthly,,1,0.0,,,,
POL-015196,INS-00588,2023-11-25,2023-07-29,2024-07-28,APD,7,2.3,5,34.5,2.8,127.3,service,IL,2,0,14898.81,500,100,7723.08,Annual,,3,0.0,,,,
POL-015197,INS-00454,2023-07-02,2023-01-14,2024-01-14,APD,8,0.0,10,35.0,17.5,206.2,trucking,NC,0,0,0.0,2500,300,5362.18,Annual,2.35,3,1.0,,,,
POL-015198,INS-00058,2023-11-15,2023-07-09,2024-07-08,APD,10,8.0,7,42.5,16.9,330.9,retail,OH,0,0,0.0,500,300,6766.71,Quarterly,64.76,2,0.0,,,,
POL-015199,INS-00007,2024-03-03,2023-09-11,2024-09-10,APD,16,7.1,7,38.2,9.2,282.6,Trucking,CA,0,1,32871.38,1000,100,12468.59,Quarterly,98.77,3,0.0,,,,
POL-015200,INS-00158,2023-12-13,2023-12-09,2024-12-08,APD,10,4.0,8,44.5,6.3,492.1,Trucking,CO,0,0,0.0,500,100,6652.59,Annual,10.08,0,0.0,,,,
POL-015201,INS-00141,2023-12-23,2023-07-23,2024-07-22,APD,13,2.0,7,31.0,15.9,244.0,construction,FL,2,2,32086.67,500,100,3410.13,Monthly,42.21,2,0.0,,,,
POL-015202,INS-00614,2023-07-13,2023-05-28,2024-05-27,APD,9,5.5,7,49.2,12.2,203.9,Trucking,NC,0,0,0.0,1000,300,9098.12,Quarterly,49.32,0,1.0,,,,
POL-015203,INS-00679,2023-05-06,2023-05-05,2024-05-04,APD,7,8.8,4,37.2,10.4,64.2,Trucking,NC,2,0,37076.94,250,300,9171.78,Monthly,23.69,1,1.0,,,,
POL-015204,INS-00330,2023-09-24,2023-05-25,2024-05-24,APD,3,4.4,8,36.2,5.2,72.2,Trucking,FL,0,0,,1000,100,5151.48,Monthly,45.1,0,1.0,,,,
POL-015205,INS-00714,2023-07-07,2023-01-09,2024-01-09,APD,7,2.0,6,39.4,16.4,209.2,retail,CO,2,0,25617.55,250,300,5125.04,Quarterly,98.53,0,0.0,,,,
POL-015206,INS-00097,2023-11-03,2023-06-20,2024-06-19,APD,7,5.8,8,42.4,14.9,161.6,Trucking,GA,0,0,0.0,1000,100,5372.78,Monthly,28.59,1,0.0,,,,
POL-015207,INS-00598,2023-01-03,2022-11-07,2023-11-07,APD,7,6.2,9,39.0,9.1,124.4,service,WA,0,0,,2500,300,11618.76,Monthly,6.67,2,0.0,,,,
POL-015208,INS-00064,2023-06-18,2023-02-17,2024-02-17,APD,10,3.4,3,41.3,16.3,187.8,trucking,TX,1,1,51011.12,5000,1000,12180.68,Annual,79.5,3,0.0,,,,
POL-015209,INS-00271,2023-05-26,2023-05-08,2024-05-07,APD,10,7.4,6,35.6,16.8,310.0,Trucking,GA,0,1,1552.7,500,100,8331.76,,58.45,1,0.0,,,,
POL-015210,INS-00426,2023-12-31,2023-08-29,2024-08-28,APD,12,7.5,4,35.2,15.7,,Trucking,CO,3,1,78502.72,2500,100,3932.34,Quarterly,76.2,1,0.0,,,,
POL-015211,INS-00451,2023-02-08,2022-11-10,2023-11-10,APD,10,3.3,7,25.3,4.1,484.9,Other,OH,0,0,0.0,250,300,5005.14,Monthly,53.56,3,3.0,,,,
POL-015212,INS-00223,2024-01-18,2023-07-28,2024-07-27,APD,11,6.4,6,40.6,6.7,1120.4,Construction,FL,2,0,35447.27,1000,300,16453.22,Monthly,44.09,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015213,INS-00333,2023-10-05,2023-07-23,2024-07-22,APD,4,6.4,4,32.3,10.3,51.5,Retail,IL,0,0,0.0,1000,100,16947.36,Quarterly,13.88,2,0.0,,,,
POL-015214,INS-00455,2023-03-24,2022-11-28,2023-11-28,APD,11,4.5,4,27.4,1.5,483.4,Retail,WA,1,1,15488.17,1000,100,18286.26,Quarterly,63.81,1,2.0,,,,
POL-015215,INS-00148,2023-01-13,2023-01-08,2024-01-08,APD,10,3.8,8,44.6,1.3,267.7,Service,NC,4,0,,250,100,6846.29,Monthly,18.1,2,3.0,,,,
POL-015216,INS-00053,2024-04-27,2024-04-13,2025-04-13,APD,5,5.5,7,32.8,1.0,389.8,Construction,CA,1,0,2751.14,500,1000,8201.17,Monthly,50.99,1,,,,,
POL-015217,INS-00395,2023-06-29,2023-05-11,2024-05-10,APD,4,3.2,7,25.9,6.7,171.2,Service,AZ,0,0,,2500,500,5275.51,Quarterly,45.19,1,,,,,
POL-015218,INS-00301,2023-09-11,2023-05-28,2024-05-27,APD,8,4.1,9,44.7,8.0,204.6,Service,NC,0,0,,1000,300,3948.82,Monthly,75.44,3,,,,,
POL-015219,INS-00497,2023-01-24,2022-09-28,2023-09-28,APD,8,1.3,12,27.9,7.6,249.2,Retail,WA,4,0,30877.41,1000,100,7391.03,Quarterly,50.24,2,0.0,,,,
POL-015220,INS-00403,2023-01-15,2022-08-27,2023-08-27,APD,8,3.3,8,44.2,9.5,285.0,SERVICE,OH,0,1,33004.94,5000,300,5807.81,Annual,16.77,1,0.0,,,,
POL-015221,INS-00049,2024-04-03,2023-10-27,2024-10-26,APD,5,4.1,3,41.6,9.6,91.7,construction,WA,1,0,6135.71,500,100,5570.55,Annual,87.37,1,3.0,,,,
POL-015222,INS-00261,2023-06-20,2023-02-27,2024-02-27,APD,6,6.9,5,46.0,11.7,105.3,Construction,CO,1,0,18844.15,250,1000,8719.19,Annual,90.03,3,0.0,,,,
POL-015223,INS-00516,2024-05-14,2024-04-23,2025-04-23,APD,7,6.1,7,40.0,5.1,121.3,trucking,PA,0,0,0.0,2500,300,13736.54,Quarterly,,2,1.0,,,,
POL-015224,INS-00732,2024-03-15,2024-02-10,2025-02-09,APD,12,3.9,8,52.0,2.8,258.0,Retail,WA,3,0,105130.78,250,300,11691.61,Quarterly,82.53,1,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-015225,INS-00355,2023-11-05,2023-06-04,2024-06-03,APD,12,4.7,9,23.9,7.2,243.2,Trucking,TX,2,0,24210.42,1000,100,8006.42,Quarterly,74.0,4,3.0,,,,
POL-015226,INS-00173,2023-07-22,2023-05-10,2024-05-09,APD,5,4.4,5,29.8,9.1,91.6,TRUCKING,CO,0,0,0.0,5000,300,14384.33,Quarterly,85.19,1,,,,,
POL-015227,INS-00061,2023-11-27,2023-07-16,2024-07-15,APD,7,3.0,3,49.5,11.8,105.7,Construction,IL,0,0,0.0,250,100,12081.62,Monthly,80.15,4,0.0,,,,
POL-015228,INS-00693,2023-09-22,2023-04-05,2024-04-04,APD,9,3.7,7,53.9,2.5,239.6,trucking,WA,0,0,0.0,5000,300,7428.82,Quarterly,94.3,3,3.0,,,,
POL-015229,INS-00528,2023-01-31,2022-11-16,2023-11-16,APD,5,4.3,5,38.3,4.3,111.5,Retail,PA,1,0,10114.89,500,1000,5000.91,Monthly,52.86,1,2.0,,,,
POL-015230,INS-00505,2023-08-08,2023-04-07,2024-04-06,APD,5,5.3,7,42.6,1.8,94.6,Retail,CA,0,0,0.0,500,300,5927.8,Annual,86.05,1,0.0,,,,
POL-015231,INS-00563,2024-05-31,2024-01-14,2025-01-13,APD,8,7.0,4,40.0,21.4,201.2,Retail,OH,0,1,5615.56,5000,500,10788.35,Monthly,65.35,1,2.0,,,,
POL-015232,INS-00555,2023-07-13,2023-05-04,2024-05-03,APD,9,2.4,3,31.1,16.3,383.0,Other,FL,0,2,34390.02,5000,100,5426.84,Quarterly,55.58,2,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-015233,INS-00387,2023-11-17,2023-09-28,2024-09-27,APD,16,10.9,6,46.7,3.6,526.0,Service,FL,2,0,,5000,1000,5091.57,Monthly,10.48,3,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015234,INS-00609,2024-04-15,2024-03-19,2025-03-19,APD,6,3.7,10,34.1,2.0,208.4,Trucking,IL,0,1,,2500,500,14568.62,Annual,77.9,1,0.0,,,,
POL-015235,INS-00414,2023-06-20,2023-02-20,2024-02-20,APD,7,3.7,3,37.5,20.6,138.1,Trucking,CO,0,1,6908.18,1000,300,5215.65,Annual,84.55,1,2.0,,,,
POL-015236,INS-00377,2023-02-08,2023-01-07,2024-01-07,APD,8,2.8,5,35.9,9.3,,Rideshare,NC,0,0,0.0,2500,500,6971.06,Annual,85.74,1,1.0,,,,
POL-015237,INS-00192,2023-03-27,2023-03-03,2024-03-02,APD,9,3.1,9,35.1,17.6,149.2,Service,OH,1,0,4015.38,2500,300,10370.53,Quarterly,31.11,1,0.0,,,,
POL-015238,INS-00544,2023-01-30,2022-11-22,2023-11-22,APD,9,3.7,4,38.3,18.5,338.0,Trucking,IL,2,0,22638.31,1000,1000,10932.65,Monthly,18.21,1,0.0,,,,
POL-015239,INS-00373,2023-02-18,2022-11-06,2023-11-06,APD,10,2.8,4,50.0,33.5,325.3,Retail,WA,4,1,15847.73,5000,300,11411.65,Annual,59.57,2,1.0,,,,
POL-015240,INS-00220,2024-06-04,2024-01-30,2025-01-29,APD,6,8.3,3,52.1,3.6,227.1,Service,NC,0,1,,250,500,9512.3,Annual,84.77,1,0.0,,,,
POL-015241,INS-00078,2024-04-09,2024-01-22,2025-01-21,APD,9,5.9,6,,1.0,,SERVICE,CO,0,2,3275.81,2500,300,4354.24,Annual,40.72,2,0.0,,,,
POL-015242,INS-00034,2023-07-24,2023-02-26,2024-02-26,APD,6,1.5,6,45.7,1.0,130.8,TRUCKING,NC,0,0,,250,500,7810.37,Monthly,95.02,1,,9999-01-01,-999.0,INVALID,-999.0
POL-015243,INS-00213,2023-11-20,2023-09-11,2024-09-10,APD,8,9.4,5,36.7,3.8,266.1,Service,NC,0,1,22110.08,1000,500,16791.71,Quarterly,75.68,0,1.0,,,,
POL-015244,INS-00500,2024-01-28,2023-12-23,2024-12-22,APD,9,5.7,4,30.9,7.0,192.4,Retail,NY,0,2,43449.69,250,1000,6766.87,Annual,36.22,0,0.0,,,,
POL-015245,INS-00193,2023-09-22,2023-07-17,2024-07-16,APD,7,4.6,6,35.9,5.0,154.1,Retail,TX,0,1,69836.98,1000,100,11266.38,Monthly,8.33,0,0.0,,,,
POL-015246,INS-00295,2024-05-20,2024-04-26,2025-04-26,APD,7,6.3,6,24.2,11.8,139.2,Service,AZ,2,0,,2500,500,5194.09,Annual,74.75,2,3.0,,,,
POL-015247,INS-00665,2024-06-10,2024-05-29,2025-05-29,APD,16,4.4,6,37.5,13.2,714.6,Other,FL,2,1,24752.96,250,500,2000.0,Quarterly,29.05,3,4.0,9999-01-01,-999.0,INVALID,-999.0
POL-015248,INS-00448,2024-03-04,2023-09-18,2024-09-17,APD,6,5.8,4,30.8,1.0,269.5,trucking,TX,1,0,20556.33,1000,300,15029.32,Annual,82.74,2,1.0,,,,
POL-015249,INS-00228,2024-06-26,2024-05-01,2025-05-01,APD,7,5.1,5,40.9,1.0,184.2,Trucking,TX,1,0,9214.93,500,100,12791.76,Quarterly,40.86,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015250,INS-00336,2024-03-31,2024-03-22,2025-03-22,APD,5,8.9,5,49.5,2.1,332.0,Trucking,TX,1,1,41107.04,1000,100,14015.19,Monthly,47.22,1,0.0,,,,
POL-015251,INS-00523,2023-05-09,2023-01-14,2024-01-14,APD,5,7.3,2,31.0,1.2,74.7,Trucking,NC,0,1,5110.35,1000,100,9331.9,Quarterly,74.99,0,,,,,
POL-015252,INS-00167,2024-01-09,2023-12-21,2024-12-20,APD,7,2.6,11,47.5,1.1,311.0,Construction,NC,2,0,22005.93,5000,100,9023.93,Quarterly,77.13,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015253,INS-00639,2023-03-18,2023-03-07,2024-03-06,APD,7,0.0,9,41.4,6.6,182.8,Service,PA,2,0,39983.71,250,100,6017.58,Quarterly,81.86,1,0.0,,,,
POL-015254,INS-00170,2023-08-08,2023-03-17,2024-03-16,APD,9,4.1,6,37.4,2.5,,CONSTRUCTION,GA,3,0,7747.14,5000,100,3077.96,Quarterly,95.96,3,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-015255,INS-00250,2023-12-29,2023-09-06,2024-09-05,APD,10,4.1,11,31.2,3.2,230.4,Service,IL,1,1,18087.73,250,300,9511.34,Monthly,86.08,2,1.0,,,,
POL-015256,INS-00749,2024-01-08,2023-12-20,2024-12-19,APD,8,3.5,9,44.4,18.5,393.7,Trucking,IL,0,2,18521.18,5000,300,9797.62,Quarterly,51.52,4,3.0,9999-01-01,-999.0,INVALID,-999.0
POL-015257,INS-00497,2023-12-30,2023-10-30,2024-10-29,APD,7,2.7,1,39.7,1.8,633.2,Other,OH,0,0,0.0,500,500,5793.96,Monthly,,5,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015258,INS-00374,2023-12-29,2023-07-24,2024-07-23,APD,15,6.4,11,40.6,15.1,807.7,Other,GA,3,1,69841.84,5000,300,9287.45,Annual,23.6,3,0.0,,,,
POL-015259,INS-00553,2023-01-16,2022-09-20,2023-09-20,APD,9,7.2,4,28.4,2.1,287.2,rideshare,TX,2,0,39979.01,2500,300,11410.37,Monthly,97.7,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-015260,INS-00543,2023-03-10,2022-10-24,2023-10-24,APD,11,2.7,6,43.1,2.9,464.0,Retail,AZ,1,0,11281.93,1000,300,5165.33,Monthly,9.66,1,1.0,,,,
POL-015261,INS-00086,2023-08-09,2023-04-02,2024-04-01,APD,12,8.1,7,,6.6,402.9,retail,TX,0,1,5652.45,500,100,3958.74,Annual,3.68,3,1.0,,,,
POL-015262,INS-00749,2024-03-05,2023-10-13,2024-10-12,APD,8,5.5,10,29.8,1.0,413.3,Trucking,NY,2,0,12299.8,5000,500,2833.21,Quarterly,55.11,3,0.0,,,,
POL-015263,INS-00409,2023-04-23,2023-03-01,2024-02-29,APD,11,6.9,5,29.8,8.8,283.2,retail,CO,1,1,13646.73,5000,300,5326.08,Quarterly,89.83,4,2.0,,,,
POL-015264,INS-00417,2023-04-02,2022-12-18,2023-12-18,APD,13,3.7,7,29.1,3.4,589.2,retail,TX,0,0,0.0,5000,500,3980.65,Monthly,63.12,5,0.0,,,,
POL-015265,INS-00572,2023-02-27,2023-02-14,2024-02-14,APD,11,0.4,9,,6.2,295.2,RETAIL,OH,1,0,21215.98,1000,300,8755.61,Monthly,76.03,3,,,,,
POL-015266,INS-00003,2024-04-15,2024-04-02,2025-04-02,APD,6,3.7,9,42.7,21.3,272.7,Retail,CA,0,0,0.0,250,100,9030.47,Annual,4.7,1,0.0,,,,
POL-015267,INS-00099,2024-06-13,2024-02-24,2025-02-23,APD,7,0.9,3,,31.0,77.2,Service,PA,0,1,22278.72,500,100,14763.66,Annual,32.26,0,1.0,,,,
POL-015268,INS-00398,2024-01-30,2024-01-29,2025-01-28,APD,7,3.5,9,26.7,17.6,,Construction,AZ,1,1,28989.14,2500,500,5722.44,Annual,47.7,1,3.0,,,,
POL-015269,INS-00711,2024-05-04,2024-04-01,2025-04-01,APD,6,5.5,7,29.9,1.0,135.3,service,CA,0,0,0.0,250,100,17624.64,Quarterly,97.56,3,2.0,,,,
