policy_id,insured_id,snapshot_date,policy_effective_date,policy_expiration_date,coverage_type,vehicle_count,vehicle_avg_age,driver_count,driver_avg_age,years_in_business,prior_year_mileage_000,business_type,state,prior_apd_claim_count,prior_al_claim_count,prior_loss_amount,deductible,coverage_limit_000,annual_premium,payment_frequency,risk_score_external,has_safety_program,num_heavy_vehicles,late_payment_count,claim_count,total_loss_amount,first_claim_reported_date,claim_paid_amount_current_period,claim_status_current_period,days_to_first_claim_report
POL-007307,INS-01828,2021-08-14,2021-04-02,2022-04-02,APD,14,7.4,7,42.5,6.8,198.2,SERVICE,NY,0,0,0.0,1000,100,6255.03,Monthly,82.88,0,4,1.0,1,7823.27,2021-09-21,5553.29,Closed,38.0
POL-014875,INS-02344,2021-05-11,2021-03-22,2022-03-22,AL,8,6.3,4,36.5,11.6,189.8,Trucking,FL,1,0,6788.31,5000,500,4789.89,Monthly,66.75,0,2,1.0,0,0.0,,0.0,No Claim,
POL-008447,INS-01106,2020-04-12,2020-03-16,2021-03-16,AL,7,6.5,5,57.2,8.0,160.5,Retail,CA,1,0,3734.38,5000,300,8379.13,Monthly,25.15,0,2,0.0,0,0.0,,0.0,No Claim,
POL-014201,INS-02893,2021-06-05,2021-03-11,2022-03-11,AL,8,8.7,3,41.4,13.0,218.2,TRUCKING,GA,0,2,6059.45,2500,500,11880.82,Monthly,0.89,1,1,3.0,0,0.0,,0.0,No Claim,
POL-014156,INS-02711,2021-02-02,2020-11-29,2021-11-29,AL,7,1.8,4,27.3,9.5,103.9,Construction,PA,2,0,74082.03,2500,100,13032.52,Quarterly,20.61,1,5,2.0,0,0.0,,0.0,No Claim,
POL-003070,INS-00046,2020-03-17,2020-02-11,2021-02-10,APD,6,7.0,4,28.2,40.0,257.8,Service,AZ,1,0,6024.89,1000,300,3051.18,Annual,9.43,0,1,0.0,0,0.0,,0.0,No Claim,
POL-002141,INS-01223,2022-02-06,2021-12-04,2022-12-04,APD,9,4.4,5,,5.2,173.5,Retail,CA,1,0,,5000,100,13640.78,Annual,17.02,0,2,0.0,0,0.0,,0.0,No Claim,
POL-012674,INS-00277,2020-06-03,2020-04-29,2021-04-29,AL,8,8.5,6,48.8,6.2,300.1,Retail,CO,1,0,4655.44,5000,300,7281.97,,7.57,0,2,,0,0.0,,0.0,No Claim,
POL-010444,INS-01394,2020-12-28,2020-07-20,2021-07-20,AL,9,8.0,9,32.7,1.0,364.5,service,IL,1,0,22603.87,2500,1000,16659.72,Monthly,29.59,1,2,0.0,0,0.0,,0.0,No Claim,
POL-004257,INS-02584,2020-12-24,2020-12-21,2021-12-21,APD,7,11.8,8,25.9,24.3,86.1,Retail,TX,0,0,0.0,500,300,2098.04,Monthly,88.76,1,2,2.0,0,0.0,,0.0,No Claim,
POL-013882,INS-03370,2022-10-30,2022-06-25,2023-06-25,AL,9,6.5,10,42.6,6.3,64.8,service,GA,1,0,11324.5,500,1000,20120.16,Monthly,1.59,1,3,0.0,0,0.0,,0.0,No Claim,
POL-001140,INS-02828,2021-08-13,2021-06-03,2022-06-03,APD,10,6.0,5,29.0,1.0,386.7,Trucking,CO,3,0,7220.36,250,300,4644.45,Annual,10.57,0,1,0.0,0,0.0,,0.0,No Claim,
POL-008886,INS-00641,2021-09-27,2021-07-23,2022-07-23,AL,3,3.0,3,38.5,7.1,48.6,Trucking,OH,0,0,0.0,500,500,10815.65,Annual,34.82,1,0,1.0,0,0.0,,0.0,No Claim,
POL-007991,INS-02945,2021-01-03,2020-11-08,2021-11-08,AL,10,5.1,6,40.8,4.2,313.0,Construction,TX,0,1,5024.53,250,300,13848.57,Quarterly,99.5,0,1,0.0,0,0.0,,0.0,No Claim,
POL-009939,INS-02123,2022-06-05,2022-05-31,2023-05-31,AL,9,5.8,8,49.2,1.0,122.1,Construction,FL,4,0,,500,500,24560.3,Monthly,37.69,1,2,0.0,0,0.0,,0.0,No Claim,
POL-002975,INS-00972,2020-01-19,2019-11-09,2020-11-08,APD,10,8.0,4,,15.0,304.9,Construction,GA,1,1,,250,100,8789.8,Annual,91.23,0,2,0.0,0,0.0,,0.0,No Claim,
POL-005000,INS-00224,2021-06-29,2021-04-22,2022-04-22,APD,8,2.2,8,37.4,4.9,356.7,Retail,GA,0,0,0.0,500,1000,9878.9,Monthly,2.82,0,0,1.0,0,0.0,,0.0,No Claim,
POL-005806,INS-00362,2020-06-12,2020-02-13,2021-02-12,APD,10,2.8,9,35.3,8.2,64.0,Other,NY,0,0,0.0,500,300,5899.55,Annual,26.9,0,1,1.0,1,935.07,2020-07-28,823.46,Open,46.0
POL-004075,INS-01682,2020-12-21,2020-06-30,2021-06-30,APD,9,5.4,5,43.8,8.4,52.7,Trucking,WA,0,1,16542.3,500,300,4852.41,Annual,99.72,0,3,0.0,0,0.0,,0.0,No Claim,
POL-003155,INS-00068,2020-03-16,2020-01-31,2021-01-30,APD,6,5.4,4,44.9,20.1,201.3,Trucking,FL,1,0,11071.39,5000,500,10100.22,Monthly,77.06,0,2,,0,0.0,,0.0,No Claim,
POL-003502,INS-03040,2021-12-02,2021-11-02,2022-11-02,APD,6,3.0,8,36.4,3.1,135.0,trucking,FL,1,0,14814.66,5000,300,6483.36,Annual,18.04,1,0,,0,0.0,,0.0,No Claim,
POL-000388,INS-03128,2022-06-29,2022-03-12,2023-03-12,APD,14,3.9,4,44.1,7.8,202.4,Service,FL,1,0,10506.9,2500,100,4999.54,Monthly,70.58,1,3,0.0,1,1742.41,2022-08-20,1175.57,Open,52.0
POL-000170,INS-02950,2020-01-25,2019-12-04,2020-12-03,APD,5,6.0,2,29.2,2.9,133.8,Trucking,GA,0,1,8588.13,250,500,8287.11,Monthly,84.77,1,0,1.0,0,0.0,,0.0,No Claim,
POL-009712,INS-02365,2020-11-23,2020-11-05,2021-11-05,AL,4,3.3,8,41.2,22.0,85.2,Trucking,FL,0,1,8444.39,2500,500,16690.92,Annual,41.83,0,1,0.0,0,0.0,,0.0,No Claim,
POL-004190,INS-03501,2022-09-12,2022-06-21,2023-06-21,APD,9,4.5,5,38.8,2.6,121.9,Trucking,CA,1,0,6809.68,2500,500,9106.4,Quarterly,73.24,0,2,0.0,0,0.0,,0.0,No Claim,
POL-003129,INS-01811,2021-07-06,2021-03-04,2022-03-04,APD,9,6.2,7,53.9,1.1,287.6,Retail,CA,2,0,8390.93,250,100,9078.82,Annual,64.04,1,0,1.0,0,0.0,,0.0,No Claim,
POL-014828,INS-00766,2022-09-28,2022-07-24,2023-07-24,AL,9,4.4,6,39.6,29.5,252.7,trucking,NY,0,1,2908.63,500,300,18594.02,Annual,3.48,0,1,0.0,0,0.0,,0.0,No Claim,
POL-010625,INS-03071,2020-07-09,2020-07-08,2021-07-08,AL,7,0.9,5,37.4,3.5,326.4,Service,GA,2,0,5685.61,500,500,15516.83,Quarterly,52.75,0,1,1.0,0,0.0,,0.0,No Claim,
POL-009080,INS-03194,2022-07-25,2022-04-10,2023-04-10,AL,5,3.7,5,54.2,7.5,,OTHER,GA,1,0,6703.92,5000,1000,12620.63,Monthly,26.69,1,2,0.0,0,0.0,,0.0,No Claim,
POL-014252,INS-03625,2021-12-02,2021-06-11,2022-06-11,AL,10,5.3,7,46.0,4.4,273.1,TRUCKING,NY,0,0,0.0,5000,300,24065.37,Monthly,97.24,0,5,0.0,0,0.0,,0.0,No Claim,
POL-012687,INS-01150,2021-07-15,2021-05-17,2022-05-17,AL,9,1.7,5,42.8,34.5,158.1,Construction,FL,0,0,0.0,500,500,20617.2,Monthly,86.72,1,3,2.0,0,0.0,,0.0,No Claim,
POL-010139,INS-00721,2020-04-02,2019-11-20,2020-11-19,AL,7,9.6,10,37.8,10.7,217.7,Trucking,PA,0,1,9777.63,250,500,14954.26,Monthly,25.23,0,2,3.0,0,0.0,,0.0,No Claim,
POL-002055,INS-02975,2022-02-21,2021-11-29,2022-11-29,APD,9,0.5,5,28.6,15.6,340.0,Retail,TX,0,1,6470.46,5000,500,2892.2,,29.7,1,2,1.0,0,0.0,,0.0,No Claim,
POL-012356,INS-01975,2022-12-06,2022-09-30,2023-09-30,AL,11,7.2,5,42.4,7.3,254.8,retail,GA,1,0,5752.41,500,500,15688.12,Annual,67.23,0,5,1.0,0,0.0,,0.0,No Claim,
POL-000933,INS-02077,2020-10-08,2020-09-24,2021-09-24,APD,5,5.3,6,38.5,9.5,211.0,Construction,GA,0,0,0.0,1000,500,7183.97,Quarterly,13.73,0,1,0.0,0,0.0,,0.0,No Claim,
POL-005850,INS-03127,2020-03-06,2019-11-05,2020-11-04,APD,9,4.1,8,46.7,1.9,227.6,Retail,NY,0,0,0.0,1000,500,8218.57,Quarterly,24.35,0,3,0.0,0,0.0,,0.0,No Claim,
POL-012836,INS-01480,2022-12-04,2022-11-09,2023-11-09,AL,2,9.7,12,51.5,1.0,40.4,Retail,WA,0,0,0.0,250,500,15935.07,Annual,10.21,1,2,2.0,0,0.0,,0.0,No Claim,
POL-005408,INS-02789,2022-06-08,2022-04-20,2023-04-20,APD,6,5.6,5,44.7,1.5,169.6,Trucking,GA,2,0,22670.83,500,100,6636.83,Annual,83.43,1,1,2.0,1,5948.1,2022-07-25,5071.39,Open,47.0
POL-001271,INS-03099,2021-02-08,2020-11-08,2021-11-08,APD,7,4.6,3,60.6,9.9,91.5,TRUCKING,AZ,1,0,9540.52,5000,500,6537.83,Monthly,57.71,1,1,0.0,0,0.0,,0.0,No Claim,
POL-012506,INS-00548,2020-04-02,2020-01-09,2021-01-08,AL,8,4.7,9,21.0,4.1,115.4,Construction,TX,2,0,34600.0,2500,300,14178.87,Quarterly,26.28,1,2,4.0,0,0.0,,0.0,No Claim,
POL-002217,INS-02566,2021-05-08,2021-01-18,2022-01-18,APD,9,6.2,4,43.8,6.1,281.6,Construction,OH,1,1,19996.24,2500,100,7050.26,Monthly,82.25,1,3,1.0,0,0.0,,0.0,No Claim,
POL-005130,INS-01160,2021-10-23,2021-06-21,2022-06-21,APD,7,8.9,2,41.0,34.1,131.5,Service,GA,0,0,0.0,250,100,12685.16,Quarterly,74.56,0,2,0.0,0,0.0,,0.0,No Claim,
POL-010765,INS-00878,2022-04-03,2021-12-31,2022-12-31,AL,10,2.3,5,31.7,6.4,101.4,Construction,PA,1,1,13644.6,5000,500,15941.96,,74.84,0,2,,1,14532.3,2022-05-29,9482.97,Open,56.0
POL-007999,INS-00740,2022-02-04,2021-11-22,2022-11-22,AL,6,2.6,7,27.4,4.4,158.7,Retail,PA,0,1,6629.4,1000,300,3393.24,Monthly,64.54,1,1,3.0,0,0.0,,0.0,No Claim,
POL-009237,INS-00715,2020-02-15,2019-09-12,2020-09-11,AL,9,5.4,4,47.0,17.4,240.8,Retail,CA,3,0,45369.16,500,1000,11840.14,Monthly,44.82,0,2,0.0,0,0.0,,0.0,No Claim,
POL-002445,INS-03027,2021-10-16,2021-09-16,2022-09-16,APD,9,8.6,10,33.0,29.2,141.8,Trucking,NC,0,0,0.0,500,500,9088.58,Quarterly,54.2,0,2,1.0,0,0.0,,0.0,No Claim,
POL-008535,INS-01553,2021-10-29,2021-07-07,2022-07-07,AL,6,5.0,7,35.5,22.8,156.8,Construction,IL,0,0,0.0,5000,300,14566.67,Monthly,8.31,0,1,0.0,0,0.0,,0.0,No Claim,
POL-012535,INS-02081,2022-06-30,2022-04-04,2023-04-04,AL,5,8.6,9,30.8,9.6,141.0,Retail,WA,1,1,18275.76,500,100,4593.42,Annual,65.95,0,0,1.0,0,0.0,,0.0,No Claim,
POL-004833,INS-01820,2021-03-02,2020-11-07,2021-11-07,APD,11,4.7,7,41.8,1.0,251.5,trucking,GA,2,2,35831.57,250,300,10676.24,Annual,97.56,0,1,0.0,2,12858.89,2021-04-04,12087.28,Open,33.0
POL-009153,INS-00893,2021-04-25,2021-01-16,2022-01-16,AL,8,5.5,6,49.4,1.0,135.4,Service,GA,0,0,0.0,5000,1000,7941.36,Annual,,1,1,1.0,0,0.0,,0.0,No Claim,
POL-013115,INS-01786,2022-06-22,2022-05-22,2023-05-22,AL,9,4.2,7,39.3,9.3,180.5,service,CO,1,0,11689.39,2500,300,15967.29,Monthly,53.2,0,4,0.0,0,0.0,,0.0,No Claim,
POL-008257,INS-01015,2020-12-19,2020-07-29,2021-07-29,AL,9,2.1,5,46.6,8.8,163.2,Service,CO,1,1,5786.99,500,300,7762.51,Annual,85.82,1,1,0.0,0,0.0,,0.0,No Claim,
POL-005141,INS-01018,2021-02-17,2020-08-24,2021-08-24,APD,9,7.2,6,40.6,4.9,288.7,TRUCKING,GA,0,1,13544.86,2500,300,8889.62,Annual,92.74,1,2,0.0,0,0.0,,0.0,No Claim,
POL-011157,INS-03230,2020-04-26,2019-12-02,2020-12-01,AL,3,7.6,1,30.1,4.3,96.5,other,TX,0,0,,2500,500,16381.9,Monthly,41.88,1,0,0.0,0,0.0,,0.0,No Claim,
POL-005271,INS-00854,2020-07-21,2020-06-18,2021-06-18,APD,6,4.4,5,30.5,3.5,193.7,Trucking,PA,0,0,0.0,5000,100,17978.77,Annual,32.27,1,2,1.0,0,0.0,,0.0,No Claim,
POL-007202,INS-00975,2020-11-10,2020-11-04,2021-11-04,APD,6,7.8,5,45.8,14.4,59.9,Service,GA,1,1,30149.87,500,300,3717.02,Annual,32.07,0,2,1.0,1,9077.16,2020-12-25,6118.35,Closed,45.0
POL-003367,INS-03070,2021-11-10,2021-09-14,2022-09-14,APD,7,5.7,8,41.7,4.9,99.5,Retail,CO,1,0,15122.74,5000,500,17101.86,Quarterly,18.88,0,1,0.0,0,0.0,,0.0,No Claim,
POL-009821,INS-00527,2021-10-22,2021-09-11,2022-09-11,AL,7,6.2,4,35.7,16.6,105.4,Trucking,TX,1,0,6720.96,250,300,14548.71,Monthly,58.14,0,2,,0,0.0,,0.0,No Claim,
POL-005036,INS-02425,2020-09-05,2020-04-14,2021-04-14,APD,10,2.0,4,38.6,7.3,210.0,Service,AZ,0,0,0.0,250,300,9563.89,Annual,46.0,0,2,0.0,0,0.0,,0.0,No Claim,
POL-005220,INS-01445,2021-01-19,2020-10-27,2021-10-27,APD,5,6.2,6,40.1,9.7,127.6,Construction,GA,0,0,0.0,1000,100,9265.74,Annual,,1,2,1.0,0,0.0,,0.0,No Claim,
POL-007970,INS-01895,2021-06-29,2021-04-27,2022-04-27,AL,8,5.3,4,35.1,15.6,,Trucking,TX,0,0,0.0,1000,500,8365.36,Quarterly,83.44,0,2,0.0,0,0.0,,0.0,No Claim,
POL-012981,INS-00190,2020-04-24,2020-02-27,2021-02-26,AL,9,5.6,4,41.7,29.2,423.3,TRUCKING,WA,1,0,14375.21,2500,300,11186.85,,70.72,1,3,0.0,0,0.0,,0.0,No Claim,
POL-012763,INS-02138,2020-09-18,2020-05-24,2021-05-24,AL,5,1.4,5,24.2,33.8,157.2,Construction,OH,1,0,7646.78,250,1000,7250.61,Quarterly,91.4,0,0,4.0,0,0.0,,0.0,No Claim,
POL-009365,INS-02895,2022-02-06,2021-08-21,2022-08-21,AL,7,1.9,10,47.5,2.4,434.5,Construction,OH,0,1,5883.31,500,100,9951.23,Annual,8.46,0,1,1.0,0,0.0,,0.0,No Claim,
POL-008411,INS-01615,2022-02-24,2021-12-01,2022-12-01,AL,9,7.4,2,37.8,4.6,571.1,Retail,IL,1,0,7177.12,5000,500,17542.94,Annual,91.89,1,3,4.0,0,0.0,,0.0,No Claim,
POL-003990,INS-00855,2021-06-04,2021-02-02,2022-02-02,APD,5,4.9,6,50.2,7.1,176.3,Construction,CO,2,0,7749.18,5000,300,7081.52,Monthly,64.58,0,2,1.0,1,1407.57,2021-08-02,1086.69,Closed,59.0
POL-008676,INS-00614,2021-07-06,2021-04-12,2022-04-12,AL,9,4.7,6,40.1,3.4,429.0,Trucking,OH,2,0,22160.59,500,300,15231.45,Quarterly,75.54,1,3,1.0,0,0.0,,0.0,No Claim,
POL-011565,INS-01821,2020-01-07,2019-12-15,2020-12-14,AL,7,0.0,2,53.8,19.1,180.7,Trucking,IL,2,0,,500,500,24356.75,Quarterly,,1,1,0.0,0,0.0,,0.0,No Claim,
POL-014555,INS-03229,2020-05-22,2020-03-30,2021-03-30,AL,9,7.8,4,,6.9,354.8,other,TX,0,0,0.0,1000,1000,6463.25,Monthly,7.07,0,1,1.0,1,12284.55,2020-06-28,10357.49,Closed,37.0
POL-013562,INS-03293,2022-02-04,2021-10-29,2022-10-29,AL,3,7.2,6,43.7,4.5,55.1,Trucking,NC,0,0,0.0,5000,500,7668.04,Monthly,77.42,1,0,0.0,0,0.0,,0.0,No Claim,
POL-010183,INS-02428,2021-04-15,2020-12-29,2021-12-29,AL,7,1.1,9,46.5,5.1,153.2,Trucking,CA,1,1,3730.97,500,300,19851.31,Monthly,22.97,1,1,1.0,1,56198.25,2021-06-04,48536.95,Closed,50.0
POL-002499,INS-02026,2020-02-05,2019-10-27,2020-10-26,APD,3,4.8,5,38.6,1.8,63.6,Construction,NY,0,0,0.0,250,300,7706.01,Quarterly,32.7,0,0,0.0,1,10795.1,2020-03-25,7727.35,Open,49.0
POL-014335,INS-01527,2021-08-08,2021-06-18,2022-06-18,AL,8,8.1,4,47.1,1.0,119.0,Trucking,AZ,2,1,13663.07,2500,500,8519.5,Monthly,43.04,1,0,0.0,0,0.0,,0.0,No Claim,
POL-010403,INS-03200,2021-08-24,2021-07-16,2022-07-16,AL,11,0.9,6,41.1,8.2,168.9,SERVICE,NY,1,0,2070.83,1000,1000,5089.72,Annual,51.42,0,1,3.0,0,0.0,,0.0,No Claim,
POL-014021,INS-00217,2022-11-28,2022-07-25,2023-07-25,AL,5,2.0,6,34.4,21.1,82.2,Retail,CO,2,0,12098.73,5000,500,10672.73,Quarterly,1.82,0,2,0.0,0,0.0,,0.0,No Claim,
POL-000340,INS-01560,2022-11-09,2022-08-24,2023-08-24,APD,13,3.3,8,36.4,20.3,884.6,Service,NY,0,1,,250,300,6467.02,Quarterly,77.9,0,1,0.0,1,1067.14,2022-12-11,761.98,Closed,32.0
POL-002772,INS-03661,2020-02-14,2019-11-16,2020-11-15,APD,7,7.2,8,33.4,1.0,192.6,Service,WA,0,0,,250,300,11034.67,Monthly,56.57,0,4,2.0,1,20279.67,2020-03-29,15398.57,Closed,44.0
POL-013538,INS-03673,2021-06-29,2021-01-03,2022-01-03,AL,5,6.5,4,52.0,1.0,147.2,Retail,TX,0,0,0.0,1000,1000,8663.77,Monthly,27.82,1,2,0.0,0,0.0,,0.0,No Claim,
POL-003493,INS-02335,2021-02-10,2020-08-30,2021-08-30,APD,6,5.7,7,35.1,1.0,140.4,trucking,IL,0,0,0.0,250,500,4941.69,Monthly,79.1,0,0,1.0,0,0.0,,0.0,No Claim,
POL-009420,INS-02509,2021-12-19,2021-11-20,2022-11-20,AL,8,5.6,7,46.8,7.5,251.7,Retail,AZ,0,0,0.0,5000,1000,7936.19,Quarterly,44.86,1,1,0.0,0,0.0,,0.0,No Claim,
POL-008711,INS-01003,2022-05-28,2022-05-07,2023-05-07,AL,10,5.7,1,34.8,2.5,261.9,Retail,NC,0,0,0.0,2500,300,14767.17,Quarterly,54.04,0,1,0.0,0,0.0,,0.0,No Claim,
POL-000089,INS-03744,2022-04-20,2022-04-02,2023-04-02,APD,6,1.3,11,41.6,1.3,,Service,CA,1,0,2763.09,2500,1000,11496.04,Annual,89.3,0,2,1.0,0,0.0,,0.0,No Claim,
POL-011733,INS-01064,2022-07-25,2022-04-11,2023-04-11,AL,12,5.6,6,39.3,7.6,378.2,Trucking,TX,0,1,8740.08,500,300,29323.82,Monthly,41.53,0,4,0.0,0,0.0,,0.0,No Claim,
POL-009823,INS-00256,2022-08-23,2022-07-01,2023-07-01,AL,8,2.3,9,26.5,5.7,,Trucking,PA,0,1,3847.19,1000,300,10162.64,Annual,81.09,1,2,0.0,0,0.0,,0.0,No Claim,
POL-014692,INS-03597,2020-03-13,2019-10-10,2020-10-09,AL,5,6.1,3,29.3,3.0,239.1,Trucking,FL,0,0,0.0,250,500,10110.98,,94.02,0,0,0.0,0,0.0,,0.0,No Claim,
POL-006188,INS-00104,2022-11-22,2022-09-22,2023-09-22,APD,10,7.1,7,48.8,8.0,292.7,Other,TX,0,2,72704.28,2500,500,12949.7,Quarterly,71.08,0,2,0.0,0,0.0,,0.0,No Claim,
POL-001715,INS-00164,2021-12-06,2021-06-28,2022-06-28,APD,10,5.8,10,37.2,12.4,231.6,Retail,CO,0,0,0.0,500,100,14724.28,Monthly,24.83,1,1,,0,0.0,,0.0,No Claim,
POL-007795,INS-01489,2020-04-17,2020-03-20,2021-03-20,AL,7,7.8,5,42.7,9.8,140.0,Service,NC,0,0,0.0,250,300,20145.59,Annual,72.99,1,3,0.0,0,0.0,,0.0,No Claim,
POL-002563,INS-00630,2021-12-31,2021-07-31,2022-07-31,APD,6,2.9,6,48.9,1.5,137.5,retail,CA,1,0,4546.58,500,100,3989.48,Annual,10.49,1,0,0.0,0,0.0,,0.0,No Claim,
POL-011961,INS-00235,2022-03-17,2021-12-04,2022-12-04,AL,7,5.9,5,32.0,1.2,98.7,Retail,TX,1,0,15308.31,1000,300,10085.05,Quarterly,99.53,0,1,0.0,0,0.0,,0.0,No Claim,
POL-014377,INS-02972,2022-07-07,2022-06-04,2023-06-04,AL,7,4.6,9,38.2,5.8,93.6,trucking,PA,2,0,18393.68,1000,300,18531.1,Annual,14.22,0,1,2.0,0,0.0,,0.0,No Claim,
POL-007707,INS-00474,2021-04-02,2021-02-22,2022-02-22,AL,12,3.7,6,46.3,1.5,340.5,Trucking,IL,0,1,20384.01,250,300,13614.58,Annual,17.39,0,8,0.0,0,0.0,,0.0,No Claim,
POL-013633,INS-02328,2021-02-03,2020-11-20,2021-11-20,AL,10,8.3,9,44.0,6.9,177.6,RETAIL,GA,1,1,,250,300,5498.24,Monthly,93.09,0,3,0.0,0,0.0,,0.0,No Claim,
POL-007316,INS-00664,2021-04-01,2020-12-19,2021-12-19,APD,7,2.4,13,46.5,1.0,126.3,Construction,NY,0,0,0.0,5000,100,2368.86,Quarterly,1.07,1,2,1.0,0,0.0,,0.0,No Claim,
POL-007493,INS-01275,2020-08-10,2020-02-26,2021-02-25,APD,6,7.8,6,46.3,1.0,103.4,Service,CO,1,2,10176.93,250,500,11658.62,Annual,68.4,1,2,0.0,0,0.0,,0.0,No Claim,
POL-003015,INS-01433,2021-06-20,2021-04-18,2022-04-18,APD,4,3.6,8,51.9,1.0,,Construction,WA,1,0,4754.75,250,1000,8477.15,Quarterly,8.69,1,0,0.0,1,1103.64,2021-08-10,754.75,Under Review,51.0
POL-009034,INS-02057,2022-03-05,2022-02-16,2023-02-16,AL,7,5.0,4,42.2,1.0,124.5,Construction,IL,0,0,0.0,1000,300,6102.09,Monthly,95.31,1,3,0.0,0,0.0,,0.0,No Claim,
POL-014997,INS-03578,2022-10-20,2022-04-28,2023-04-28,AL,4,7.0,7,28.2,1.0,34.4,Other,IL,0,0,0.0,500,300,15174.46,Annual,59.7,1,1,0.0,0,0.0,,0.0,No Claim,
POL-010374,INS-00093,2021-03-11,2020-10-17,2021-10-17,AL,5,4.8,5,,16.2,80.5,SERVICE,WA,0,0,,1000,300,13385.11,Annual,97.59,0,2,0.0,0,0.0,,0.0,No Claim,
POL-012975,INS-01439,2020-09-02,2020-05-16,2021-05-16,AL,14,7.0,11,,15.3,184.0,retail,OH,1,1,32467.92,5000,300,26392.03,Annual,21.65,0,7,,0,0.0,,0.0,No Claim,
POL-008423,INS-01794,2021-02-03,2020-09-10,2021-09-10,AL,7,6.4,13,34.4,15.4,276.7,Trucking,GA,2,0,28061.96,1000,300,5983.37,Annual,43.44,0,0,0.0,0,0.0,,0.0,No Claim,
POL-002679,INS-01274,2021-09-26,2021-04-30,2022-04-30,APD,13,1.5,5,50.9,22.0,217.6,CONSTRUCTION,OH,1,2,37475.75,500,100,4106.57,Monthly,20.9,0,4,0.0,0,0.0,,0.0,No Claim,
POL-001684,INS-01462,2022-05-21,2022-02-21,2023-02-21,APD,6,2.9,4,,11.3,197.1,Service,FL,0,0,0.0,250,100,9209.84,Quarterly,83.98,0,1,3.0,0,0.0,,0.0,No Claim,
POL-010497,INS-00392,2022-09-15,2022-05-24,2023-05-24,AL,9,1.0,7,38.5,7.4,270.5,Trucking,CA,0,0,0.0,2500,100,14877.57,Monthly,6.18,1,2,1.0,0,0.0,,0.0,No Claim,
POL-006225,INS-01194,2021-02-15,2020-12-11,2021-12-11,APD,7,0.0,7,28.4,2.1,257.1,Trucking,CA,0,1,7447.75,250,1000,10402.2,Monthly,,0,0,,0,0.0,,0.0,No Claim,
POL-002418,INS-02937,2020-10-11,2020-08-08,2021-08-08,APD,8,4.4,7,32.4,26.9,236.3,Service,IL,0,0,0.0,2500,100,13926.32,Monthly,18.6,1,1,0.0,0,0.0,,0.0,No Claim,
POL-011570,INS-00254,2020-03-18,2020-03-01,2021-03-01,AL,7,4.2,3,40.0,4.2,174.3,Retail,CO,0,0,0.0,1000,300,7172.73,Quarterly,81.59,0,1,0.0,0,0.0,,0.0,No Claim,
POL-005555,INS-00771,2021-08-30,2021-07-13,2022-07-13,APD,5,9.6,4,30.4,5.3,75.3,Service,TX,0,0,0.0,2500,100,5749.25,Annual,86.94,1,3,1.0,0,0.0,,0.0,No Claim,
POL-002958,INS-01271,2021-06-16,2021-05-13,2022-05-13,APD,6,6.7,5,41.9,2.0,,Other,FL,0,0,0.0,1000,500,12647.65,Monthly,48.35,1,1,1.0,0,0.0,,0.0,No Claim,
POL-013346,INS-03521,2021-09-08,2021-07-24,2022-07-24,AL,7,6.2,8,60.1,5.0,309.8,Construction,NY,0,0,0.0,2500,500,7221.59,,39.29,1,1,0.0,0,0.0,,0.0,No Claim,
POL-010925,INS-00089,2020-01-24,2019-09-05,2020-09-04,AL,10,2.5,7,54.8,9.6,193.9,RETAIL,FL,1,1,5488.76,250,300,13013.93,Annual,32.93,0,2,,1,36863.63,2020-02-27,31572.67,Open,34.0
POL-003214,INS-01472,2022-11-22,2022-08-07,2023-08-07,APD,9,3.6,7,51.5,1.1,238.5,SERVICE,TX,0,0,0.0,250,1000,6420.7,Annual,44.16,0,2,1.0,1,12539.65,2023-01-06,8552.95,Closed,45.0
POL-010299,INS-02001,2020-11-13,2020-10-28,2021-10-28,AL,12,1.7,11,41.1,22.9,547.8,Trucking,OH,2,0,79133.37,500,300,6355.51,Annual,33.16,1,3,0.0,0,0.0,,0.0,No Claim,
POL-012646,INS-03704,2021-02-14,2020-12-29,2021-12-29,AL,11,2.5,2,38.2,1.0,297.8,Retail,CO,4,2,,2500,1000,11984.93,Monthly,22.23,1,2,0.0,0,0.0,,0.0,No Claim,
POL-005779,INS-00347,2022-02-13,2022-02-04,2023-02-04,APD,7,5.1,1,32.1,11.5,203.2,Retail,CO,1,0,3521.94,5000,1000,6933.44,Monthly,63.06,0,1,2.0,0,0.0,,0.0,No Claim,
POL-013494,INS-01867,2021-12-05,2021-10-26,2022-10-26,AL,3,5.1,5,61.2,1.7,94.9,Retail,WA,3,0,,500,500,16436.64,Monthly,20.68,1,0,0.0,0,0.0,,0.0,No Claim,
POL-012852,INS-01951,2020-09-23,2020-08-10,2021-08-10,AL,8,5.9,5,47.8,18.6,142.8,Retail,WA,1,0,32095.05,500,500,12186.02,Quarterly,24.04,0,3,,0,0.0,,0.0,No Claim,
POL-012190,INS-03554,2021-08-21,2021-08-10,2022-08-10,AL,8,3.6,4,42.3,14.1,491.5,Trucking,FL,0,0,0.0,5000,300,13157.99,Monthly,,1,2,3.0,0,0.0,,0.0,No Claim,
POL-006881,INS-03475,2020-12-11,2020-10-09,2021-10-09,APD,8,9.3,5,42.4,6.8,165.4,Retail,IL,0,0,0.0,2500,300,4263.92,Quarterly,18.53,1,1,2.0,0,0.0,,0.0,No Claim,
